username,name,status,first_seen,last_seen,removed_at,stints,current_category,baseline_2023_07_30,type,cat,subs,tgid,updated,desc
learningjapaneseresource,日语学习资源,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,8.3K,-1001256699607,2026-08-26,本群是日语学习资源群 https://t.me/LearningJapaneseResource 网页版: https://t.me/s/LearningJapaneseResource 想进行日语学习无关的话题（政治宗教色情除外）交流的 请移步日语学习闲聊群 https://t.me/LearnjapaneseComunication 日语学习交流请移步日本語研修群 https://t.me/LearningJapaneseGroup
letitflyw,LetITFly News,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,9.6K,-1001076480148,2026-08-25,@LetITFly 的频道，主题包括但不限于 Android、Windows、Web、消费电子相关，吹水为主。 愿各位始终享有足够的信息渠道，在心情好有意愿的时候能够做想做的事情。 本频道的原创信息均采用 CC BY-NC-SA 4.0 知识共享协议 发布；本频道所有 Forward 消息均按原消息的许可合理转载。 友情链接： @TaborSpace @MATIFW (archived) @encmasuta
liangxing365,两性知识,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,13.8K,-1001440521996,2026-08-26,高质量两性知识分享，助力你收获美好的两性关系。
liangxingxueyuan,恋爱把妹有声馆,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,6.0K,-1002517319155,2026-08-26,专注分享 恋爱教学 两性知识 的音频文件 聊天： t.me/+c6zqAIXZ_vBhZjIx pua 恋爱 视频版本 ：t.me/liangaijiaocheng
libraryforalls,方舟图书馆🚢,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,39.4K,-1001529530358,2026-08-27,本频道资源均来源于网络，不代表本频道的立场。仅供于学习交流使用，请于24小时内删除。如浏览本频道，即认为同意本声明，发生一切违法犯罪行为均与本频道无关。
lihaicloud,LIHAICloud,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,30.6K,-1001964498187,2026-08-26,@lihaiba 云盘归档，资源为收集，如侵犯你的权利联系BOT @lihaibadeBot ，我们第一时间处理
lily_yaya,𝒍𝒊𝒍𝒚的小窝,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,22.8K,-1002059012490,2026-08-28,𝒍𝒊𝒍𝒚 的发疯日常 聊天室： https://t.me/lilydeyaa 有事联系： @lily666888 Emby问题找客服 @embysupport_bot 小东西 ： https://t.me/lily_yaya/496 目前有机场测评、公益订阅、emby公益服、公益测速、公益开源项目
linuxdotcn,Linux中国,present,2026-07-15 00:07,2026-08-28 16:00,,1,开发编程,,频道,开发编程,1.7K,-1001106111589,2026-08-28,Linux 中国官方 Telegram 频道
lishirenw,世界历史|人文|地理|漫画,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,532,-1001828144658,2026-08-26,纵览世界历史，打开眼界格局 广告洽谈: @TGMAX123 增粉引流: https://t.me/FS123_YINLIU 苹果ID|协议号: https://t.me/XPanelShop 增粉平台客服： @FS123Panel 👉投放广告: https://tgads.org/m/lizhidaososo
litangyo,李唐Yo,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,827,-1002037107548,2026-08-26,将军会惩罚每一个脱北者(退订者)
liyuans,Leonn的博客,present,2026-07-15 00:07,2026-08-28 16:00,,1,vps主机,,频道,vps主机,14.3K,-1001132076843,2026-08-28,主要内容为低价主机资源，会掺杂频道主个人兴趣的内容，如电子垃圾、游戏、生活、时事等。 本频道原创消息遵循 CC-BY-4.0 协议。 投稿bot: @liyuansContributeBot 广告/投稿相关联系: @LeonnSecretaryBot 读者反馈联系: @LeonnFeedback_bot 群组: @zhenggui 推荐补货监控： @vpscang 推荐测评频道： @HostEvaluate
lnxc2024,靓女相册,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,4.6K,-1002147517810,2026-08-27,微信公众号@速览视界，每日更新靓女相片~
lossless_yinyue_chat,无损音乐交流群,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,群组,影音资源,367,-1002111025312,2026-08-28,（暂无描述）
lovemychicken,鸡鹅成群🐓,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,954,-1001523747996,2026-08-26,这里是一个主要分享养鸡种菜经验、自给自足技能、田园美食生活以及修身悟道之心得的频道 （当然有时候我们也难免跑跑题）♥️ 讨论群请进这里： https://t.me/+J2Ltc1aQJq81NDUx
lover_links,扫地僧º笔记,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,19.9K,-1001287702344,2026-08-26,一种简洁观点
lsp115,115网盘资源分享频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,51.2K,-1002121362585,2026-08-26,https://t.me/tpbox_bot/tp_115
ltscxk,冬瓜滴小社,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,3.5K,-1001862264271,2026-08-28,频道主 双向 @chat_dg_bot 群组 @ltsjsq 荔枝不涩涩
lumingguandj,音乐世界,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,8.5K,-1001377447316,2026-08-26,🎶 私享 丝响 思与想 📻 🎧温柔被我唱成了歌🎸 🎵伴你人山人海不停留 🎼 频道交流群： https://t.me/Tgsongs
macapp_chat_new,MacApp交流讨论群,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,,群组,软件社群,3.9K,-1002300188815,2026-08-28,官网：https://macapp.org.cn 官方频道：@MacApp_Channel 本群为MacApp分享频道的官方TG交流讨论群
macau_movie,Youxiu影视导航🎬,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,284.8K,-1001704881287,2026-08-26,🎬 Youxiu影视导航 每日更新｜最新电影｜电视剧｜海外影视 提供高清电影、热门剧集、纪录片 一个专注影视分享的 Telegram 频道 全球影视搜索群👉 t.me/movies_metamm 👈 全球影视交流群👉 t.me/movie_eye 👈 Youxiu影视铁粉打卡群👉 t.me/youxiu_002 👈 咨询群管 防失联 @youtube_china
magazineforfree,一页桂花糕,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,4.2K,-1002100457712,2026-08-27,杂志期刊| 图书 | 新闻 | 话题随想 商务联系：https://t.me/liamsmith_bot
magazinesclub,☁️云上报刊亭📰 [精选] 🅥 -- 新闻，报纸，杂志，电子书，资料 PDF🗞,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,8.3K,-1001438964101,2026-08-27,"英文报刊杂志，电子书，报纸，外文杂志精选🅥 Newspaper, magazines and e-book collections 请于下载后24小时内删除，如果喜欢杂志，请购买正版！𝙿𝚕𝚎𝚊𝚜𝚎 𝚍𝚎𝚕𝚎𝚝𝚎 𝚊𝚏𝚝𝚎𝚛 𝟸𝟺 𝚑𝚘𝚞𝚛𝚜. 𝙸𝚏 𝚢𝚘𝚞 𝚕𝚒𝚔𝚎 𝚝𝚑𝚎 𝚖𝚊𝚐𝚊𝚣𝚒𝚗𝚎, 𝚙𝚕𝚎𝚊𝚜𝚎 𝚙𝚞𝚛𝚌𝚑𝚊𝚜𝚎 𝚏𝚛𝚘𝚖 𝚊 𝚙𝚞𝚋𝚕𝚒𝚜𝚑𝚎r"
magazinesclubnew,☁️云上报刊亭📰 [精选] 🅥 -- 新闻，报纸，杂志，电子书，资料 PDF,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,18.4K,-1001741867732,2026-08-27,新闻，报纸，杂志，电子书，资料 PDF 杂志频道 @newspaperdigest
maidanglaogroup,麦当劳影迷见面会,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,群组,影音资源,638,-1002503424164,2026-08-28,（暂无描述）
maoedge,猫猫搜书の万事屋 🐾,present,2026-07-15 00:07,2026-08-28 16:00,,1,小说阅读,,群组,小说阅读,2.7K,-1001767303790,2026-08-28,一心只看书📖，万事皆无关😶‍🌫️ 发广告者，一键三连：【举报广告】+【删除所有消息】+【封禁成员】 🐱 搜书用： @CatBk_bot 📇 猫公告： @MaoTzb 🔍 福利搜： @Gorkup
maogeshuping,书评讨论组,present,2026-07-15 00:07,2026-08-28 16:00,,1,小说阅读,,群组,小说阅读,2.4K,-1001991468190,2026-08-28,欢迎书友加入，本组以推书讨论剧情为主，顺带着讨论我书的大纲，欢迎指教。以后本群陆续更新书评，一个人精力有限，希望大家把自认为还不错，或者有槽点的书 介绍出来，大家一起鉴别讨论
maogroup,懒猫插件交流,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios社区,,群组,ios社区,14.1K,-1001969422991,2026-08-28,本群为插件使用交流群 插件更新源https://apt.25mao.com 插件发布频道https://t.me/lanmaoshare * 禁止黄赌毒/政治/宗教话题 * 禁止刷屏/撕逼/谩骂/人身攻击 * 禁止广告/机场链接/aff * 禁止黑产/灰产/暗网/色情/开车/NSFW 注意保护自己隐私，请勿轻信任何私信！
mastemeow,猫咪都是天使！,present,2026-07-15 00:07,2026-08-28 16:00,,1,萌宠分享,,频道,萌宠分享,648,-1001539620658,2026-08-27,粘人乖女儿，名字Mastemeow，昵称小莫 掉毛傻儿子，名字Ophanimi，昵称小奥（已改为小猪） 超勇小幺儿，名字Remiel，昵称小雷
mdmbeng,beng！,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,14.0K,-1001736249982,2026-08-25,科技、新闻、电影、数码、羊毛、各类教程、卡资讯、游戏、业务等 ⚠️主动退出=自动封禁⚠️ X账户：https://x.com/bengmdm?s=11 捐赠链接： https://donate.stripe.com/4gM4gz6ZO2CH7Y32AZ87K0v 内群：https://t.me/mdmhome/4 投稿/申诉解封： @mdmbeng_Bot 丨mdmbeng.support@gmail.com aff发布： @affman668
meinv_tu,🎖美女图鉴🎖,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,1.7K,-1001756594759,2026-08-27,（暂无描述）
meinvshouji,美女收集器👗,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,4.1K,-1001855542885,2026-08-27,男人爱看的频道 美女，写真，图片，妹子，自拍，街拍等
meitian,每天趣事,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,28.8K,-1001341723682,2026-08-26,本频道内容： 多样沙雕冷笑话，津津乐道稀奇事。 记录事实另眼看，不屑一顾高级黑。 电报中文包 @xiake （侠客） 商务中心 @ShangWu 投稿进入 @TuCao 传媒部 @ChuanMeiBu
mfbp1,免费资源 白嫖机场vpn存放窝,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,20.2K,-1002093688877,2026-08-27,频道👉 @mfbp1 聊天 👉 @mfbp11 投稿👉 @qr666bot
mfjd666,永久免费节点,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,161,-1003787025245,2026-08-28,节点每日更新 喜欢的话转发支持一下吧 聊天讨论群 @wzchatgpt2023 💁‍♂️ 接受赞助 @wz9527wz 免责声明：分享的所有资源均来源与网络，仅限学习测试使用，如有侵权联删
mfjdpd,免费节点频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,31.2K,-1001744815936,2026-08-28,商务合作， @badukeji01 免费节点，破解vpn，破解机场。 网站: https://jichangvpn.cloud
microblock_pub,橘橘橘子汁 & 🍊,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,15.1K,-1001853633861,2026-08-26,发一些好玩的 现在成 mb 的私人频道了 Links t.me/Rosmontis_Daily t.me/PDChinaNews
missav_group,MissAV,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,,,,32.3K,-1001655964325,2026-08-28,歡迎各位於本群交流有關 missav.ws 或 AV 界的消息 本群組規則: 1. 未經允許禁止發佈或請求除 missav.ws 以外連結， 2. 未經允許禁止以任何形式發表或請求他站名稱或關鍵字 3. 禁止發佈任何廣告訊息 4. 禁止發佈任何色情圖片或影片 5. 禁止討論政治相關議題 6. 禁止轉發其他群訊息 7. 用戶名稱或用戶簡介不能有任何連結宣傳其他網站或群組 8. 禁止討論與戀童或人獸交有關之話題
mlgmxyysd_bibilailai,不靠谱的喵(>^ω^<) #CatGPT,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,21.5K,-1001231173515,2026-08-25,魔法少女喵姐姐( @MlgmXyysd )的日常吐槽 & 个人自媒体 本频道不是专业媒体，无法完全保证内容的时效性与可靠性；本频道的原创信息均采用 CC BY-NC-SA 4.0 Unported 知识共享协议发布；本频道所有 Forward 消息均按原消息的许可合理转载。 赞助: https://afdian.com/a/MlgmXyysd 讨论/游戏吹水: 频道附属讨论群 KaleidoscopeOS: @ProjectKaleidoscope OnePlus News: @OnePlusRes
mokeyjay_channel,moke 的 日常分享、吐槽和动态,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,2.7K,-1001164619181,2026-08-26,超能小紫（ mok.moe ） @mokeyjay 的日常分享、吐槽和动态。以IT科技和日常见闻为主，欢迎关注😝 插画收藏夹 @mokeyjay_illustration R18插画收藏夹 @mokeyjay_r18_illustration 照片收藏夹 @mokeyjay_photo 甜品日记 @mokeyjay_dessert 本频道钦定扯蛋闲聊吐槽群： https://t.me/joinchat/Gxp1thdP5FPRkmL2ftI5IA
mooguu_group1,蘑菇Emby,present,2026-07-15 00:07,2026-08-28 16:00,,1,emby社群,,群组,emby社群,10.8K,-1002497859588,2026-08-28,蘑菇硬盘服 ultra： https://ultra.mooguu.net pro：https://pro.mooguu.net 蘑菇公费服：https://wf.mooguu.net/ 公费服bot ： @mooguu_wf_bot 原公费bot(已弃用，用于查询安全码记录): @mooguu_gf_bot 客服 ： @mooguu_support_bot
mothlib,飛蛾書庫,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,34.3K,-1001447488331,2026-08-26,想象、思考、怀疑、批判 *工作日4更，周末杂志* 热爱书籍，请购买正版
moviesontg,📽️看电影·午夜场 新频道👉@TGMOVS,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,10.8K,-1001990053756,2026-08-26,🎬经典电影分享 | 导航站/防失联: @TGMOVS 🚨资源搜索群: @Vip96s 💬资源交流群: @Ziyuanhelp
mtfront,椒盐豆豉剪报,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,4.9K,-1001327874799,2026-08-26,科技、阅读、书影游剪报、导读和吐槽 长文: https://blog.douchi.space?utm_source=t.me/mtfront Discord 讨论区: https://discord.gg/cESS4JpsdG
multitts_channel,MultiTTS Official,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件综合,,频道,软件综合,21.4K,-1002163614001,2026-08-27,The official channel of the MultiTTS Official Chat @MultiTTS
musiccnchannel,知音,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,6.3K,-1001387191330,2026-08-26,发一些关于音乐的东西 t.me/+z7L2LnKJqE84YTk9 @MusicForumTG
mybigcharacterposter,我的一张大字报,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,8.1K,-1001245246557,2026-08-26,追踪点评最新中国官场的人事变动，分享个人的见解与思考。 频道公开讨论群组申请链接：https://t.me/+CXkaPn7bZPxmY2Ix 投稿机器人： @myBigCharacterPosterBot 本频道的原创内容均以CC BY-NC-SA 4.0协议发布，转载必须遵循该协议内容。 请使用 #观点与点评 和 #事实核查 Hashtags 查看本频道原创内容。
mybots,TGBot News,present,2026-07-15 00:07,2026-08-28 16:00,,1,电报入门,,频道,电报入门,25.8K,-1001002928352,2026-08-28,7613247857
natgeomedia,國家地理雜誌 中文版,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,14.5K,-1001298741362,2026-08-26,Hi 探險家，和國家地理一起探索世界吧！ 國家地理雜誌官網 https://bit.ly/2Usj7oJ Facebook https://www.facebook.com/natgeomedia Instagram https://www.instagram.com/natgeo.media/ Youtube https://www.youtube.com/channel/UCtmb2nQhbT2rxxpmbdRjvVg
nature,Nature 🌎,present,2026-07-15 00:07,2026-08-28 16:00,,1,萌宠分享,,频道,萌宠分享,74.8K,-1001088678000,2026-08-27,International Nature channel. Discover Earth with us! Chat: @natureschat
ncov2019,2019-nCoV疫情实时播报🅥,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,33.3K,-1001122196721,2026-08-26,2019-nCoV 相关资讯实时播报 投稿请将消息发给 @nfnf2046bot （请提供可信链接） 点击常用标签即可查看相关消息： #疫情通报 #疫情动态 #应急处置 #防控政策 #人间百态 #紧急寻人 #实用工具 #科普辟谣 #疫苗研发 #世卫消息 全部标签列表可查看：https://t.me/nCoV2019/6665 RSS订阅 https://rsshub.app/telegram/channel/nCov2019 转载请注明出处和原始链接。转载文章侵权请联系删除。
