Channel name,Handle,t.me link,Type,TGNAV category,"Subscribers (TGNAV, 2026-08-29)",Status on TGNAV,First listed on TGNAV,Last listed on TGNAV,Telegram ID,TGNAV updated,Why flagged,Description (TGNAV)
✨-也许是你的秘密（文案屋),@qqneqj,https://t.me/qqneqj,频道,博客杂谈,27400,live,2026-07-15,2026-08-28,-1001848255106,2026-08-26,,谢谢你们的喜欢🫶 💗相遇不一定有结局 但一定会有意义 欢迎来到文案屋 也许这里藏着你内心同样的秘密（延续文案屋） ☑️生活没有真理 真理就是不要和烂人烂事纠缠 因为会带走你的好运 好好去感受当下的一切 🌈本频道文案大部分源于原创 📖生活中的每一刻感受都去感受它 请在正确的范围大胆的热爱🫶 不用怀疑 变好的过程一定是及其痛苦的 没有捷径 💟祝你有不断的碎掉自己再重建自己的能力 ✅商务合作： @Za7o77
全能搜,@quannengsobot,https://t.me/quannengsobot,,,,removed,2023-07-30,2025-02-05,,,,
Quantumult X Community,@quantumultxcommunity,https://t.me/quantumultxcommunity,群组,ios社区,4300,live,2026-07-15,2026-08-28,-1002251571830,2026-08-28,,Quantumult X交流社区，关联频道 @inaisi 。 禁止发送 广告/政治 内容。 请文明交流，和气生财。
不止QuantumultX,@quantumultxxxx,https://t.me/quantumultxxxx,频道,iOS资源,20900,live,2026-07-15,2026-08-28,-1001906004729,2026-08-27,,这里有关于一些主流网络代理APP的内容，群内不定时抽奖，欢迎订阅，进群 如果因盗版代理软件被封禁，请在购买正版后，凭购买凭证解封
Quantumult X,@QuanXApp,https://t.me/QuanXApp,,,,removed,2024-09-30,2026-07-08,,,,
夸克云盘影视资源频道,@quark_movies,https://t.me/quark_movies,频道,影音资源,105400,live,2026-07-15,2026-08-28,-1001959723113,2026-08-26,,此频道未开放投稿。因为开放投稿，不是盗发他人资源，就是夹杂广告，懒得管理，故不开放投稿。。。
树洞🌳群友问❓有点意思🗳,@qunyouwen,https://t.me/qunyouwen,频道,博客杂谈,89700,live,2026-07-15,2026-08-28,-1001305028699,2026-08-26,,洞友频道投稿： @zaihuabot （选择群友问投稿） 禁止非法内容，一经发现拉黑投稿！ 频道内容搜索 @qywsobot 侵权/解封/帮助 @zaihuaAskBot 备用频道：@zaihuatg 发现各种喜闻乐见，只要是问题，洞友都可以在这里问。群友问期待洞友的加入！
群组大全_Bot,@qunzudaquan_bot,https://t.me/qunzudaquan_bot,机器人,搜群机器人,,live,2023-07-30,2026-08-28,942311099,2026-07-11,,
QuotLy,@QuotLyBot,https://t.me/QuotLyBot,机器人,消息收发,,live,2025-02-05,2026-08-28,1031952739,2026-07-11,,
Rachel 碎碎念,@rachelblahblah,https://t.me/rachelblahblah,频道,博客杂谈,1900,live,2026-07-15,2026-08-28,-1001102156424,2026-08-27,,欢迎你订阅 Rachel 的个人碎碎念频道！ 频道包含： - Twitter days passing away - 数不尽的情绪垃圾 - 瑞秋原味杂货铺 频道不包含： - 我要瑞秋 消息发布站点： @RachelNotice 朴素一餐： @RachelMeal 消费陷阱： @howToPickUpRachel 每日沉淀： https://t.me/+OoLnv4rGaBVlMTc9 有问题随时评论区寻找 Rachel
Raisemby-众映,@raisemby_115,https://t.me/raisemby_115,群组,emby社群,1700,live,2026-07-15,2026-08-28,-1002999075457,2026-08-28,,机器人 @Raisemby_115bot 📺 还在为追剧发愁？每天为找资源头疼？ 这些通通交给我们。本服让你真正做到 —— 追剧轻轻松松，看片毫无压力。 ✨ 超高清 · 高码率 · Remux 顶级品质任你看 全站资源精选高码率、超高清 Remux，让你远离糊画质，享受影院级观影体验。 🚀 115 网盘挂载 · 直连播放 采用 115 网盘挂载播放技术，加载迅速、播放稳定、不卡顿，带给你真正顺滑的刷剧感受。 群里打[指令]按机器人提示全自动注册，常见本服特色问题也有解答。
React Bot,@ReactBot,https://t.me/ReactBot,机器人,频道分析,,live,2025-02-05,2026-08-28,1214526438,2026-07-11,,
[好读] ReadFine电子书屋,@Readfine,https://t.me/Readfine,频道,书报刊漫,63700,live,2023-07-30,2026-08-28,-1001346657939,2026-08-27,,好读提供电子书一站式体验，包括评分|简介|封面，一键下载，享受读趣。在这里，因为有您的陪伴，阅读变得并不孤单。频道只负责搜索资源并不对内容负责。 交流群 @ReadfineChat ▎分类标签（只适用tg自带搜索） 科普、医学、心理、历史、近代史、世界史、政治、禁书、社科、科幻、商业、理财、管理、饮食、推理、法律、悬疑、奇幻、军事、经典、两性、哲学、小说、游历、教育、随笔、文学、文化、纪实、自我成长、耽美、宗教、回忆录
[好读] ReadFine交流总群,@ReadfineChat,https://t.me/ReadfineChat,,,,removed,2024-09-30,2025-02-05,,,,
外滩读书会-最新报纸、杂志、财经报告及流行电子书分享,@readingclubus,https://t.me/readingclubus,频道,书报刊漫,29400,live,2026-07-15,2026-08-28,-1001385343209,2026-08-27,,以英文为主的报纸、杂志、电子书及财经报告分享，比如华尔街日报、金融时报、经济学人、哈佛商业评论、福布斯杂志、彭博商业评论、巴伦周刊等等更多资源分享。
频道索引&推荐,@recommend3,https://t.me/recommend3,,,,removed,2023-07-30,2026-07-08,,,,
抖音视频|流量网剧,@remenwangju,https://t.me/remenwangju,频道,影音资源,4500,live,2026-07-15,2026-08-28,-1002091509059,2026-08-26,,🏆🏆🏆稳定频道，稳定流量，定期新增 稳定热门网剧更新，持续收录热门和经典影视剧场，给您更好和更多的感官体验，致力于完善更好更全的流量网络剧场频道 🏆🏆🏆引流合作： @TGMAX123 商务洽谈: https://t.me/youxibaling 👉投放广告: https://tgads.org/m/remenwangju
奥斯卡4K蓝光(精品)影视磁力站🍟,@remux4kfilm,https://t.me/remux4kfilm,频道,影音资源,76800,live,2026-08-21,2026-08-28,-1001864209911,2026-08-26,,奥斯卡主要分享 4K蓝光 影视原盘、Remux、电影资讯、磁力、影视网盘 影迷交流群组: @Oscarono 广告/合作： @XiangxiuerBot
"ReNamers | Remove background | ZIP, RAR, Instagram, TikTok",@RenamersFilesBot,https://t.me/RenamersFilesBot,机器人,消息收发,,live,2025-02-05,2026-08-28,5541104357,2026-07-11,,
莱茵讨论室,@RhineDiscussionRoom,https://t.me/RhineDiscussionRoom,群组,游戏,27600,live,2024-09-30,2026-08-28,-1001791817816,2026-08-28,,（暂无描述）
莱茵图📖书馆 【黄油/RPG/GAL/SLG/ADV/ACT/3D/......】,@rhinelibrary,https://t.me/rhinelibrary,频道,游戏软件,140200,live,2026-07-15,2026-08-28,-1001524582913,2026-08-28,,（暂无描述）
極東魔術昼寝結社の夏,@rikka_ti_new,https://t.me/rikka_ti_new,群组,资源分享,2300,live,2026-07-15,2026-08-28,-1003872821418,2026-08-28,,无法通过WatchDog群组验证，请检查更换节点
CoolApk World,@Riocoolapk,https://t.me/Riocoolapk,群组,兴趣社群,4000,live,2024-09-30,2026-08-28,-1001247493529,2026-08-24,,（暂无描述）
XP Digital Lab,@rocCHL,https://t.me/rocCHL,频道,资讯新闻,34900,live,2025-01-31,2026-08-28,-1001775785863,2026-08-25,,XP Chat | Digital & Tech 官方公告频道，用于各种重要资讯和活动发布 官方群组:https://t.me/roctech 油管:youtube.com/@XiaoPengTech b站：https://space.bilibili.com/77891249 私信请👉@rocmmbot
洛希极限,@RocheLimit,https://t.me/RocheLimit,频道,搞笑趣味,10700,live,2023-07-30,2026-08-28,-1001288056915,2026-08-26,,（暂无描述）
XP Chat | Digital & Tech ,@roctech,https://t.me/roctech,群组,数码社群,28100,live,2026-07-15,2026-08-28,-1001585491544,2026-08-28,,阅历复杂，三言两语说不清。私信不回复，请联系私聊机器人 @rocmmbot 通知频道 @rocCHL
Roller | AGENTIC HARNESS 中文社区,@rollerrolling,https://t.me/rollerrolling,频道,资源分享,8600,live,2026-07-15,2026-08-28,-1001529625156,2026-08-27,,有趣的 AI 科技日记 💬 群组: t.me/+XThkfMjY1bRiYTVh 🪄 由@bnl5110和@endingwalker一同撰写 #DeepSeek #GenAI #AIGC #互联网 #科技 #人工智能 #AI产品 #ChatGPT #Claude 谢谢订阅，喝杯茶再走？🍵
Rosmontis's Daily🔆,@rosmontis_daily,https://t.me/rosmontis_daily,频道,博客杂谈,9300,live,2026-07-15,2026-08-28,-1001664303296,2026-08-26,,📝 日常分享｜趣图趣事 🏮 分享一些网络与生活上的所见所闻所想，也当是记录自己的心路历程吧 🔔 内容比较杂，请谨慎关注 ❤️ 友情链接 t.me/Rosmontis_Daily/3693 ☎️ PM/联系我 @Rosmontis_bot
RrOrange和朋友们 | 周刊资源分享频道,@rrorangeandfriends,https://t.me/rrorangeandfriends,频道,资源分享,3400,live,2026-07-15,2026-08-28,-1001758238114,2026-08-27,,📰 本频道官方周刊：https://rrorangeandfriends.de 🤣 分享日常冲浪互联网看到好玩的网站、app应用、资源分享、效率软件工具集等 🤖 AI新内容、AI应用、免费ChatGPT网站、AI搜索引擎等 🥰 分享白嫖内容、ASMR推荐、擦边快乐小视频等 🎮 分享软件资讯（Gemini、Claude、Cline、Roo-Code） 频道导航：https://t.me/RrOrangeAndFriends/280
flowerss,@rssflowbot,https://t.me/rssflowbot,机器人,消息收发,,live,2025-02-05,2026-08-28,706816856,2026-07-11,,
天涯神贴,@rsstianya,https://t.me/rsstianya,频道,书报刊漫,16200,live,2026-07-15,2026-08-28,-1001925113431,2026-08-27,,天涯神帖（持续更新中） 联系支持 t.me/aikesno 天涯讨论组 https://t.me/tianyarss
RSS屋,@RSSWBot,https://t.me/RSSWBot,机器人,消息收发,,live,2025-02-05,2026-08-28,5859746608,2026-07-11,,
RouterGroup|软路由|硬路由,@ruanlu,https://t.me/ruanlu,,,,removed,2024-09-30,2026-07-08,,,,
如何与沙雕相处,@ruheyushadiaoxiangchu,https://t.me/ruheyushadiaoxiangchu,频道,搞笑趣味,29000,live,2026-07-15,2026-08-28,-1001259091989,2026-08-26,,🤖投稿Bot： 挂了，老板快回来修 👥友链： - 心惊报 @xinjingdaily - Rosmontis's Daily🔅 @Rosmontis_Daily
润润Go away !,@runrungoaway,https://t.me/runrungoaway,频道,资讯新闻,13700,live,2023-07-30,2026-08-28,-1001721790796,2026-08-26,,本频道主要分享签证、投资移民、护照永居绿卡等相关润的信息与各种外语学习资源。咨询 合作：@passporteasy
RSSBot,@RustRssBot,https://t.me/RustRssBot,机器人,消息收发,,live,2025-02-05,2026-08-28,331682608,2026-07-11,,
如有乐享,@ruyoblog,https://t.me/ruyoblog,频道,vps主机,23800,live,2026-07-15,2026-08-28,-1001117480027,2026-08-28,,主要更新如有乐享博客内容，以及其他几个朋友的频道干货。偏云服务器，优惠活动，羊毛信息，以及各种BUG。 群组：https://t.me/ruyonetgroup 博客：https://51.ruyo.net 社区：https://jike.info 频道评论区拒绝一切阴阳怪气！谢谢！
夸克、百度、阿里云盘影视资源搜索,@rvfp5,https://t.me/rvfp5,群组,影音资源,5200,live,2026-07-15,2026-08-28,-1002406061863,2026-08-28,,阿里云盘、夸克网盘、百度网盘资源搜索，可搜、电影、电视剧、动漫、纪录片、短剧、电子书。目前资源还比较少，正努力收录资源。
不要糖醋放椒盐,@saltplayerupdate,https://t.me/saltplayerupdate,频道,博客杂谈,17100,live,2026-07-15,2026-08-28,-1001404299449,2026-08-26,,椒盐音乐（PC/Android/鸿蒙）更新公告，开发者动态，椒盐全家桶
三星手机交流,@samsung_cn,https://t.me/samsung_cn,群组,兴趣社群,255,live,2024-09-30,2026-08-28,-1001388616832,2026-08-24,,（暂无描述）
你有一条新的资源,@sarte,https://t.me/sarte,频道,NSFW,24700,live,2026-08-18,2026-08-28,-1002692321761,2026-08-25,,无
科学|金融|技术|科普频道,@science_kexue,https://t.me/science_kexue,频道,知识学习,647,live,2026-07-15,2026-08-28,-1001849900956,2026-08-26,,广告洽谈: @TGMAX123 增粉引流: https://t.me/FS123_YINLIU 苹果ID|协议号: https://t.me/XPanelShop 增粉平台客服： @FS123Panel 👉投放广告: https://tgads.org/m/lizhidaososo
Sci-Hub,@scihubot,https://t.me/scihubot,机器人,资源搜索,,live,2025-02-05,2026-08-28,162917195,2026-07-11,,
科技爱好者周刊,@scitech_fans,https://t.me/scitech_fans,频道,资讯新闻,14400,live,2026-07-15,2026-08-28,-1001191802783,2026-08-25,,记录每周值得分享的科技内容，周五发布。本频道有ruanyf授权，see weekly/issues/885
Scriptable教学,@scriptablejs,https://t.me/scriptablejs,频道,iOS资源,11000,live,2026-07-15,2026-08-28,-1001397545269,2026-08-27,,不定期更新教学视频
SE-索引社群,@se_talk,https://t.me/se_talk,,,,removed,2024-09-30,2026-07-08,,,,
中华文明，道藏，四库全书，修真，修仙，符箓，理科教科书，能量之海资料库……,@sea_of_energy1,https://t.me/sea_of_energy1,频道,书报刊漫,10600,live,2026-07-15,2026-08-28,-1001256113488,2026-08-27,,自由能源，免费能源，绿色能源等新能源相关的图书，图像，音频，视频资料库！四库全书1500册，续修四库全书1800册，中华道藏38册 修仙 修真 道藏 符箓 理科教科书，外星人，超级科技
Searchee Bot,@SearcheeBot,https://t.me/SearcheeBot,机器人,搜群机器人,,live,2023-07-30,2026-08-28,464131652,2026-07-11,,
沙雕根据地,@shadiaoo,https://t.me/shadiaoo,,,,removed,2024-09-30,2026-07-08,,,,
美图与沙雕,@shadiaotu,https://t.me/shadiaotu,,,,removed,2023-07-30,2025-04-16,,,,
尚香书苑,@shangxiangshuyuan,https://t.me/shangxiangshuyuan,群组,小说阅读,58900,live,2026-07-15,2026-08-28,-1002265214860,2026-08-28,,1、🚫禁止【刷屏、对骂、建政、引战、广告、赌毒、未成年色情、恐怖血腥、骚扰谩骂、诈骗与黑产】等内容！ 2、对于🔞NSFW，允许间接发送（需加 #NSFW 标签），软色情等擦边内容可打码发送。
jio下的小地雷,@shaodiaotu_chat,https://t.me/shaodiaotu_chat,,,,removed,2024-09-30,2025-02-05,,,,
碎片谷雨小窝,@shardcatden,https://t.me/shardcatden,群组,emby社群,10300,live,2026-07-15,2026-08-28,-1003529062759,2026-08-28,,我们收集的是那些被时间打碎、却仍然在某处回响的影像与声音 收录频道: @Playfragments 快讯频道: @guyushijie666 音书频道: @Ccclodge 影评频道: @ScreenNotess
阿里云盘发布频道,@sharealiyun,https://t.me/sharealiyun,频道,影音资源,203100,live,2026-07-15,2026-08-28,-1001469109660,2026-08-26,,和谐、友爱的阿里云盘分享交流频道，每个人在这里都可以分享自己想分享的资源。 禁止GHS 流量卡： @iiShare 影子频道： @shareAliyun00 资源交流群： @aliyundriveShare 网盘资源收藏： @yunpanshare 科技趣闻杂记： @kejiqu 备份频道： @alyShare
电子书/听书/期刊/课程资源,@sharebooks4you,https://t.me/sharebooks4you,频道,书报刊漫,130400,live,2023-07-30,2026-08-28,-1001701676174,2026-08-27,,商务 @msgmenow_bot 搜书 @sharing_books4u 导航 https://t.me/sharebooks4you/7
电子书/听书/期刊杂志/课程分享,@sharing_books4u,https://t.me/sharing_books4u,群组,小说阅读,48000,live,2024-09-30,2026-08-28,-1001597394439,2026-08-28,,商务 @msgmenow_bot 搜书 @sharing_books4u 导航 https://t.me/sharebooks4you/7 课程 https://t.me/sharebooks4you/5698
深度分享,@shendu666,https://t.me/shendu666,,,,removed,2023-07-30,2025-02-05,,,,
轻弦十里亭,@shiliting,https://t.me/shiliting,频道,博客杂谈,619,live,2026-07-15,2026-08-28,-1002449637832,2026-08-26,,本频道内容： 轻弦十里闻不见泪水， 挥毫泼墨写不尽故事。 酒馆飘香，源自何处， 我有故事，你可有酒？ 电报中文包 @xiake （侠客） 江湖电台 @DianTai 投稿发送 @iKuBot 爱酷😎 商务中心 @ShangWu 传媒部 @ChuanMeiBu
树洞 群友问 万事答,@ShortcutsCN,https://t.me/ShortcutsCN,,,,removed,2023-07-30,2026-07-08,,,,
看新闻 学英语 双语新闻,@shuangyunews_rss,https://t.me/shuangyunews_rss,频道,资讯新闻,15000,live,2026-07-15,2026-08-28,-1001269667507,2026-08-26,,[RSS全文订阅 实时更新] 知乎日报 @zhihuribao_rss 纽约时报 @niuyueshibao_rss BBC中文 @bbczhongwen_rss 路透中文 @lutouzhongwen_rss 美国之音 @meiguozhiyin_rss FT中文网 @ftzhongwen_rss 双语新闻 @shuangyunews_rss 早起读书 书友群 @ideahub_ml
读舍-享受阅读时光,@shufm,https://t.me/shufm,,,,removed,2024-09-30,2026-07-08,,,,
树莓派Raspberry Pi,@shumeipai,https://t.me/shumeipai,,,,removed,2024-09-30,2026-07-08,,,,
书墨资源,@shumozy,https://t.me/shumozy,,,,removed,2023-07-30,2026-07-08,,,,
书墨资源分享交流群,@shumozyfx,https://t.me/shumozyfx,,,,removed,2024-09-30,2026-07-08,,,,
全球Sim卡爱好者交流群,@simfans,https://t.me/simfans,,,,removed,2024-09-30,2026-07-08,,,,
简悦,@simpread,https://t.me/simpread,,,5700,live,2026-07-15,2026-08-28,-1001099945419,2026-08-27,,简悦的发布通道，简悦 - 让你瞬间进入沉浸式阅读的 Chrome 扩展，还原阅读的本质，提升你的阅读体验。地址 https://simpread.pro 讨论群地址 https://t.me/simpreadgroup
足控天堂,@sizukon,https://t.me/sizukon,频道,NSFW,36500,live,2026-07-15,2026-08-28,-1001166727452,2026-08-28,,我们不色情，我们致力于原创美腿丝袜，黑丝、肉丝、蕾丝、足控、高跟鞋、私房、空姐、制服诱惑等高清无码美女写真拍摄，我们不约炮只发福利美图等你关注哦。#肉丝 #美足 #玉足 #绝对领域 #丝足 #足控 #腿控 #灰丝 #美腿 #小姐姐 #裸足 #丝袜 #白丝 #黑丝 #美女 #福利 #老司机 #萝莉 #妹子 #校服 #私拍 #开车 #cosplay #萌妹 #资源 #丽柜
